Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,Distance_KM,Lead_Time_Days,Profit_Margin,Factory_Lat,Factory_Lon,Customer_Lat,Customer_Lon
1490,ORD-821333,2023-03-02,2023-03-08,Express,CUST-2036,United States,Houston,TX,30849,Other,South,PRD-O-001,Fizzy Lifting Drinks,70296.76,2504,-178160.5,43873.07,Sugar Shack,2042.57,6.22,-2.5344,48.11914,-96.18115,29.7604,-95.3698
1491,ORD-322072,2023-08-31,2023-09-07,Standard,CUST-2199,United States,New York,NY,30150,Sugar,East,PRD-S-002,SweeTARTS,42484.47,3493,-318621.14,23151.14,Sugar Shack,1935.04,7.42,-7.4997,48.11914,-96.18115,40.7128,-74.006
1492,ORD-656653,2023-08-01,2023-08-07,Standard,CUST-6407,United States,San Antonio,TX,69382,Chocolate,South,PRD-C-002,Wonka Bar - Fudge Mallows,129909.71,4311,-222172.3,67707.85,Lot's O' Nuts,1319.3,6.29,-1.7102,32.881893,-111.768036,29.4241,-98.4936
1493,ORD-933320,2023-03-22,2023-03-25,Same-Day,CUST-8292,United States,San Jose,CA,46592,Other,West,PRD-O-003,Wonka Gum,73252.34,3728,-222161.42,42399.64,Secret Factory,2714.74,3.87,-3.0328,41.446333,-90.565487,37.3382,-121.8863
1494,ORD-910085,2023-06-11,2023-06-23,Standard,CUST-9772,United States,San Jose,CA,70931,Chocolate,West,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,2561.72,214,-39217.37,1700.03,Wicked Choccy's,3745.71,12.54,-15.309,32.076176,-81.088371,37.3382,-121.8863
1495,ORD-998813,2023-02-16,2023-02-25,Standard,CUST-2854,United States,San Jose,CA,83408,Other,West,PRD-O-003,Wonka Gum,7408.83,490,-63240.97,4138.57,Secret Factory,2714.74,9.21,-8.5359,41.446333,-90.565487,37.3382,-121.8863
1496,ORD-937752,2023-09-03,2023-09-06,Same-Day,CUST-3071,United States,San Jose,CA,41520,Sugar,West,PRD-S-002,SweeTARTS,63212.73,4293,-227517.99,33042.74,Sugar Shack,2401.01,3.47,-3.5992,48.11914,-96.18115,37.3382,-121.8863
1497,ORD-198080,2023-01-26,2023-01-29,Same-Day,CUST-5254,United States,San Jose,CA,44228,Sugar,West,PRD-S-004,Fun Dip,47698.01,4574,-255460.63,28603.59,Sugar Shack,2401.01,3.71,-5.3558,48.11914,-96.18115,37.3382,-121.8863
1498,ORD-832719,2023-06-20,2023-06-24,Standard,CUST-2464,United States,Chicago,IL,77889,Sugar,Midwest,PRD-S-004,Fun Dip,22759.96,1731,-73055.03,12282.63,Sugar Shack,965.13,4.75,-3.2098,48.11914,-96.18115,41.8781,-87.6298
1499,ORD-272631,2023-03-17,2023-03-25,Standard,CUST-5527,United States,San Diego,CA,54260,Sugar,West,PRD-S-005,Everlasting Gobstopper,17300.87,706,-83641.45,11342.68,Secret Factory,2538.23,8.87,-4.8345,41.446333,-90.565487,32.7157,-117.1611
1500,ORD-878251,2023-01-16,2023-01-27,Standard,CUST-2328,United States,New York,NY,20830,Chocolate,East,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,2638.17,298,-50551.9,1863.84,Lot's O' Nuts,3444.71,11.48,-19.1617,32.881893,-111.768036,40.7128,-74.006
1501,ORD-734252,2023-12-19,2023-12-29,Standard,CUST-1423,United States,San Diego,CA,29631,Chocolate,West,PRD-C-004,Wonka Bar - Milk Chocolate,31559.39,3093,-507895.06,18121.0,Wicked Choccy's,3371.05,10.96,-16.0933,32.076176,-81.088371,32.7157,-117.1611
1502,ORD-189171,2023-06-30,2023-07-04,Same-Day,CUST-9941,United States,San Antonio,TX,29391,Sugar,South,PRD-S-001,Laffy Taffy,58534.5,2424,-107491.48,39481.97,Sugar Shack,2088.19,4.02,-1.8364,48.11914,-96.18115,29.4241,-98.4936
1503,ORD-403014,2023-11-04,2023-11-08,Same-Day,CUST-9215,United States,San Jose,CA,91481,Sugar,West,PRD-S-006,Hair Toffee,9224.03,677,-44091.58,4914.11,The Other Factory,2859.76,4.33,-4.7801,35.1175,-89.971107,37.3382,-121.8863
1504,ORD-794196,2023-01-22,2023-01-27,Express,CUST-5280,United States,San Antonio,TX,42192,Sugar,South,PRD-S-001,Laffy Taffy,2001.94,265,-21633.3,1500.48,Sugar Shack,2088.19,5.03,-10.8062,48.11914,-96.18115,29.4241,-98.4936
1505,ORD-228914,2023-07-13,2023-07-20,Standard,CUST-4863,United States,Philadelphia,PA,64129,Sugar,East,PRD-S-001,Laffy Taffy,49809.51,4392,-399466.47,31839.27,Sugar Shack,1900.9,7.3,-8.0199,48.11914,-96.18115,39.9526,-75.1652
1506,ORD-923278,2023-03-18,2023-03-21,Same-Day,CUST-7149,United States,Phoenix,AZ,15488,Other,West,PRD-O-002,Lickable Wallpaper,8873.77,451,-19412.89,4732.41,Secret Factory,2089.07,3.19,-2.1877,41.446333,-90.565487,33.4484,-112.074
1507,ORD-685380,2023-10-10,2023-10-13,Same-Day,CUST-8537,United States,New York,NY,91014,Other,East,PRD-O-001,Fizzy Lifting Drinks,42765.46,2019,-77423.01,22517.41,Sugar Shack,1935.04,3.28,-1.8104,48.11914,-96.18115,40.7128,-74.006
1508,ORD-380819,2023-07-01,2023-07-04,Same-Day,CUST-1769,United States,New York,NY,26044,Other,East,PRD-O-002,Lickable Wallpaper,45547.67,4357,-139529.32,33860.41,Secret Factory,1388.26,3.71,-3.0634,41.446333,-90.565487,40.7128,-74.006
1509,ORD-998572,2023-07-20,2023-07-28,Standard,CUST-3907,United States,Dallas,TX,81758,Chocolate,South,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,1456.39,90,-5984.62,803.17,Wicked Choccy's,1475.08,8.1,-4.1092,32.076176,-81.088371,32.7767,-96.797
1510,ORD-380808,2023-08-31,2023-09-03,Same-Day,CUST-4968,United States,Houston,TX,30297,Sugar,South,PRD-S-003,Nerds,27586.5,1587,-73964.3,20511.69,Sugar Shack,2042.57,3.72,-2.6812,48.11914,-96.18115,29.7604,-95.3698
1511,ORD-799378,2023-12-11,2023-12-15,Same-Day,CUST-6038,United States,Chicago,IL,63430,Chocolate,Midwest,PRD-C-002,Wonka Bar - Fudge Mallows,32553.45,1449,-70976.9,18584.66,Lot's O' Nuts,2344.95,4.06,-2.1803,32.881893,-111.768036,41.8781,-87.6298
1512,ORD-653984,2023-06-02,2023-06-13,Standard,CUST-8059,United States,New York,NY,38032,Chocolate,East,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,21287.34,1119,-183220.55,11776.19,Lot's O' Nuts,3444.71,11.78,-8.607,32.881893,-111.768036,40.7128,-74.006
1513,ORD-508819,2023-02-23,2023-03-03,Standard,CUST-3566,United States,Phoenix,AZ,56488,Chocolate,West,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,60479.5,3246,-439107.3,30429.24,Wicked Choccy's,2890.68,8.77,-7.2604,32.076176,-81.088371,33.4484,-112.074
1514,ORD-408106,2023-07-11,2023-07-18,Standard,CUST-4140,United States,Phoenix,AZ,13049,Other,West,PRD-O-002,Lickable Wallpaper,55185.73,3073,-296833.74,31034.11,Secret Factory,2089.07,7.73,-5.3788,41.446333,-90.565487,33.4484,-112.074
1515,ORD-656117,2023-12-09,2023-12-12,Express,CUST-9277,United States,San Diego,CA,12948,Chocolate,West,PRD-C-002,Wonka Bar - Fudge Mallows,60831.89,2430,-19040.27,30848.13,Lot's O' Nuts,504.36,3.3,-0.313,32.881893,-111.768036,32.7157,-117.1611
1516,ORD-447656,2023-04-26,2023-05-02,Express,CUST-3199,United States,Los Angeles,CA,71037,Other,West,PRD-O-001,Fizzy Lifting Drinks,65596.39,4299,-381212.6,33002.65,Sugar Shack,2406.41,6.14,-5.8115,48.11914,-96.18115,34.0522,-118.2437
1517,ORD-314580,2023-11-09,2023-11-11,Same-Day,CUST-4541,United States,New York,NY,37385,Other,East,PRD-O-003,Wonka Gum,15590.51,521,-12857.9,10366.28,Secret Factory,1388.26,2.29,-0.8247,41.446333,-90.565487,40.7128,-74.006
1518,ORD-248285,2023-07-01,2023-07-06,Express,CUST-2674,United States,Dallas,TX,21804,Chocolate,South,PRD-C-004,Wonka Bar - Milk Chocolate,16687.87,1050,-56732.15,11466.84,Wicked Choccy's,1475.08,5.27,-3.3996,32.076176,-81.088371,32.7767,-96.797
1519,ORD-308266,2023-02-18,2023-02-24,Express,CUST-4950,United States,San Jose,CA,87767,Other,West,PRD-O-001,Fizzy Lifting Drinks,24134.83,1063,-91951.05,13995.11,Sugar Shack,2401.01,6.45,-3.8099,48.11914,-96.18115,37.3382,-121.8863
1520,ORD-526400,2023-02-16,2023-02-19,Express,CUST-1569,United States,Houston,TX,20071,Sugar,South,PRD-S-006,Hair Toffee,71546.12,2696,-66649.6,53897.5,The Other Factory,781.7,3.07,-0.9316,35.1175,-89.971107,29.7604,-95.3698
1521,ORD-526977,2023-02-12,2023-02-17,Same-Day,CUST-9592,United States,San Jose,CA,11098,Other,West,PRD-O-004,Kazookles,41078.73,3239,-211316.15,20825.53,The Other Factory,2859.76,5.05,-5.1442,35.1175,-89.971107,37.3382,-121.8863
1522,ORD-535182,2023-01-06,2023-01-12,Standard,CUST-2835,United States,Chicago,IL,82055,Other,Midwest,PRD-O-004,Kazookles,6136.07,290,-9155.68,3999.49,The Other Factory,778.78,6.69,-1.4921,35.1175,-89.971107,41.8781,-87.6298
1523,ORD-621511,2023-03-07,2023-03-11,Same-Day,CUST-5323,United States,San Jose,CA,47178,Other,West,PRD-O-003,Wonka Gum,54860.24,3140,-189671.57,31424.43,Secret Factory,2714.74,4.04,-3.4574,41.446333,-90.565487,37.3382,-121.8863
1524,ORD-240431,2023-11-02,2023-11-09,Standard,CUST-1949,United States,San Antonio,TX,19994,Chocolate,South,PRD-C-002,Wonka Bar - Fudge Mallows,63570.87,3259,-185688.37,34280.03,Lot's O' Nuts,1319.3,7.42,-2.921,32.881893,-111.768036,29.4241,-98.4936
1525,ORD-336814,2023-06-09,2023-06-18,Standard,CUST-4790,United States,Los Angeles,CA,62035,Sugar,West,PRD-S-005,Everlasting Gobstopper,74278.12,4760,-578242.16,44280.1,Secret Factory,2555.63,9.81,-7.7848,41.446333,-90.565487,34.0522,-118.2437
1526,ORD-265337,2023-09-29,2023-10-07,Standard,CUST-4532,United States,Philadelphia,PA,89504,Sugar,East,PRD-S-003,Nerds,50164.15,3386,-298476.62,26819.11,Sugar Shack,1900.9,8.11,-5.95,48.11914,-96.18115,39.9526,-75.1652
1527,ORD-138255,2023-11-05,2023-11-09,Standard,CUST-5816,United States,Chicago,IL,27046,Sugar,Midwest,PRD-S-004,Fun Dip,43321.53,2816,-124317.03,31747.68,Sugar Shack,965.13,4.82,-2.8696,48.11914,-96.18115,41.8781,-87.6298
1528,ORD-616293,2023-09-24,2023-09-27,Same-Day,CUST-7479,United States,San Antonio,TX,66186,Sugar,South,PRD-S-004,Fun Dip,5736.55,224,-9691.42,3734.14,Sugar Shack,2088.19,3.16,-1.6894,48.11914,-96.18115,29.4241,-98.4936
1529,ORD-144206,2023-08-11,2023-08-13,Same-Day,CUST-4161,United States,New York,NY,17259,Other,East,PRD-O-002,Lickable Wallpaper,23836.05,1105,-27109.23,12594.5,Secret Factory,1388.26,2.41,-1.1373,41.446333,-90.565487,40.7128,-74.006
1530,ORD-505048,2023-09-24,2023-09-27,Express,CUST-3523,United States,Houston,TX,99772,Other,South,PRD-O-004,Kazookles,24517.58,774,-13052.75,13368.98,The Other Factory,781.7,3.97,-0.5324,35.1175,-89.971107,29.7604,-95.3698
1531,ORD-154580,2023-08-22,2023-08-27,Same-Day,CUST-8041,United States,Philadelphia,PA,76725,Chocolate,East,PRD-C-002,Wonka Bar - Fudge Mallows,24938.79,1840,-145065.88,16211.14,Lot's O' Nuts,3343.34,5.38,-5.8169,32.881893,-111.768036,39.9526,-75.1652
1532,ORD-249522,2023-10-09,2023-10-11,Same-Day,CUST-4454,United States,San Antonio,TX,78746,Chocolate,South,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,77457.29,4025,-101049.42,45752.59,Lot's O' Nuts,1319.3,2.81,-1.3046,32.881893,-111.768036,29.4241,-98.4936
1533,ORD-918144,2023-05-16,2023-05-22,Standard,CUST-4179,United States,New York,NY,54906,Chocolate,East,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,3027.47,90,-3668.07,1521.65,Wicked Choccy's,1149.76,6.13,-1.2116,32.076176,-81.088371,40.7128,-74.006
1534,ORD-345101,2023-06-02,2023-06-07,Same-Day,CUST-7132,United States,San Diego,CA,90544,Chocolate,West,PRD-C-004,Wonka Bar - Milk Chocolate,41124.61,4380,-358873.51,30867.74,Wicked Choccy's,3371.05,5.43,-8.7265,32.076176,-81.088371,32.7157,-117.1611
1535,ORD-486130,2023-03-05,2023-03-07,Same-Day,CUST-2062,United States,Los Angeles,CA,47925,Chocolate,West,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,3699.47,197,-2101.7,2774.79,Lot's O' Nuts,614.49,2.34,-0.5681,32.881893,-111.768036,34.0522,-118.2437
1536,ORD-892952,2023-05-27,2023-05-31,Standard,CUST-7893,United States,Chicago,IL,91852,Sugar,Midwest,PRD-S-005,Everlasting Gobstopper,41643.73,2140,-14360.93,29411.06,Secret Factory,248.54,4.61,-0.3449,41.446333,-90.565487,41.8781,-87.6298
1537,ORD-898054,2023-10-21,2023-10-23,Same-Day,CUST-8474,United States,San Antonio,TX,21751,Other,South,PRD-O-002,Lickable Wallpaper,142590.54,4967,-126062.36,80417.15,Secret Factory,1515.89,2.99,-0.8841,41.446333,-90.565487,29.4241,-98.4936
1538,ORD-207944,2023-09-25,2023-09-27,Same-Day,CUST-5823,United States,Chicago,IL,12788,Chocolate,Midwest,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,62898.55,4709,-123473.34,41076.66,Wicked Choccy's,1234.19,2.99,-1.9631,32.076176,-81.088371,41.8781,-87.6298
1539,ORD-213618,2023-09-14,2023-09-18,Same-Day,CUST-4030,United States,Phoenix,AZ,39232,Other,West,PRD-O-004,Kazookles,60950.87,1642,-54275.9,31689.5,The Other Factory,2035.01,4.31,-0.8905,35.1175,-89.971107,33.4484,-112.074
1540,ORD-685009,2023-05-31,2023-06-02,Express,CUST-8749,United States,Chicago,IL,30316,Other,Midwest,PRD-O-002,Lickable Wallpaper,9908.92,498,-578.37,5536.41,Secret Factory,248.54,2.64,-0.0584,41.446333,-90.565487,41.8781,-87.6298
1541,ORD-326394,2023-07-23,2023-07-30,Express,CUST-6070,United States,Los Angeles,CA,83617,Sugar,West,PRD-S-006,Hair Toffee,6239.61,300,-29136.18,4388.71,The Other Factory,2582.26,7.35,-4.6696,35.1175,-89.971107,34.0522,-118.2437
1542,ORD-645478,2023-04-27,2023-05-05,Standard,CUST-3269,United States,San Jose,CA,96148,Sugar,West,PRD-S-004,Fun Dip,85743.12,3013,-320418.76,44450.32,Sugar Shack,2401.01,8.45,-3.737,48.11914,-96.18115,37.3382,-121.8863
1543,ORD-249376,2023-10-15,2023-10-20,Express,CUST-8113,United States,New York,NY,54740,Other,East,PRD-O-002,Lickable Wallpaper,85756.58,3388,-164412.57,62031.71,Secret Factory,1388.26,5.4,-1.9172,41.446333,-90.565487,40.7128,-74.006
1544,ORD-921665,2023-01-16,2023-01-19,Express,CUST-7265,United States,Chicago,IL,85092,Sugar,Midwest,PRD-S-004,Fun Dip,21404.26,1251,-41292.79,14401.74,Sugar Shack,965.13,3.67,-1.9292,48.11914,-96.18115,41.8781,-87.6298
1545,ORD-203025,2023-07-13,2023-07-16,Same-Day,CUST-3387,United States,San Antonio,TX,34941,Sugar,South,PRD-S-001,Laffy Taffy,4309.67,172,-6978.95,2309.43,Sugar Shack,2088.19,3.87,-1.6194,48.11914,-96.18115,29.4241,-98.4936
1546,ORD-518036,2023-09-28,2023-10-04,Express,CUST-9871,United States,San Jose,CA,29523,Sugar,West,PRD-S-001,Laffy Taffy,68771.45,2113,-171455.22,37293.64,Sugar Shack,2401.01,6.95,-2.4931,48.11914,-96.18115,37.3382,-121.8863
1547,ORD-888878,2023-05-04,2023-05-08,Same-Day,CUST-4665,United States,Phoenix,AZ,10128,Sugar,West,PRD-S-005,Everlasting Gobstopper,7200.78,291,-13086.18,5088.99,Secret Factory,2089.07,4.07,-1.8173,41.446333,-90.565487,33.4484,-112.074
1548,ORD-974208,2023-01-04,2023-01-08,Express,CUST-7343,United States,Dallas,TX,76047,Sugar,South,PRD-S-006,Hair Toffee,25750.3,3239,-81731.09,19236.66,The Other Factory,681.11,4.05,-3.174,35.1175,-89.971107,32.7767,-96.797
1549,ORD-653451,2023-04-14,2023-04-16,Same-Day,CUST-1917,United States,Los Angeles,CA,90224,Chocolate,West,PRD-C-002,Wonka Bar - Fudge Mallows,1986.46,258,-3452.45,1475.44,Lot's O' Nuts,614.49,2.13,-1.738,32.881893,-111.768036,34.0522,-118.2437
1550,ORD-285796,2023-11-28,2023-12-05,Express,CUST-9549,United States,Los Angeles,CA,35676,Chocolate,West,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,24725.84,2682,-361035.46,15595.44,Wicked Choccy's,3450.46,7.26,-14.6015,32.076176,-81.088371,34.0522,-118.2437
1551,ORD-619326,2023-10-26,2023-10-29,Same-Day,CUST-8219,United States,San Antonio,TX,68024,Sugar,South,PRD-S-003,Nerds,40247.11,1856,-83672.75,27028.08,Sugar Shack,2088.19,3.75,-2.079,48.11914,-96.18115,29.4241,-98.4936
1552,ORD-531642,2023-11-03,2023-11-09,Standard,CUST-3130,United States,San Antonio,TX,88159,Chocolate,South,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,34798.01,1194,-84903.91,18973.04,Wicked Choccy's,1687.25,6.91,-2.4399,32.076176,-81.088371,29.4241,-98.4936
1553,ORD-503149,2023-03-12,2023-03-15,Same-Day,CUST-1781,United States,New York,NY,31098,Sugar,East,PRD-S-001,Laffy Taffy,121679.74,4081,-140527.71,64785.15,Sugar Shack,1935.04,3.95,-1.1549,48.11914,-96.18115,40.7128,-74.006
1554,ORD-375564,2023-10-17,2023-10-25,Standard,CUST-2100,United States,San Jose,CA,35594,Other,West,PRD-O-001,Fizzy Lifting Drinks,111538.98,3304,-348043.85,62936.63,Sugar Shack,2401.01,8.74,-3.1204,48.11914,-96.18115,37.3382,-121.8863
1555,ORD-312460,2023-04-12,2023-04-21,Standard,CUST-6648,United States,San Diego,CA,62600,Chocolate,West,PRD-C-004,Wonka Bar - Milk Chocolate,53070.53,2623,-416238.91,27195.75,Wicked Choccy's,3371.05,9.12,-7.8431,32.076176,-81.088371,32.7157,-117.1611
1556,ORD-271319,2023-02-25,2023-03-03,Standard,CUST-1007,United States,Dallas,TX,59785,Sugar,South,PRD-S-003,Nerds,28675.98,1395,-111534.9,21162.83,Sugar Shack,1706.78,6.65,-3.8895,48.11914,-96.18115,32.7767,-96.797
1557,ORD-701290,2023-02-27,2023-03-07,Standard,CUST-6651,United States,San Antonio,TX,59280,Chocolate,South,PRD-C-004,Wonka Bar - Milk Chocolate,30522.84,2653,-211823.1,18532.12,Wicked Choccy's,1687.25,8.49,-6.9398,32.076176,-81.088371,29.4241,-98.4936
1558,ORD-861252,2023-03-04,2023-03-08,Express,CUST-3763,United States,Houston,TX,85865,Chocolate,South,PRD-C-004,Wonka Bar - Milk Chocolate,40853.22,2480,-120400.48,23824.05,Wicked Choccy's,1385.38,4.29,-2.9471,32.076176,-81.088371,29.7604,-95.3698
1559,ORD-155469,2023-06-15,2023-06-20,Express,CUST-4874,United States,Chicago,IL,69210,Chocolate,Midwest,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,14167.39,824,-72571.19,9449.13,Lot's O' Nuts,2344.95,5.11,-5.1224,32.881893,-111.768036,41.8781,-87.6298
1560,ORD-623929,2023-04-15,2023-04-22,Standard,CUST-9411,United States,Phoenix,AZ,32323,Sugar,West,PRD-S-006,Hair Toffee,40910.53,1211,-104804.6,22495.1,The Other Factory,2035.01,7.67,-2.5618,35.1175,-89.971107,33.4484,-112.074
1561,ORD-758784,2023-04-06,2023-04-17,Standard,CUST-4168,United States,New York,NY,44222,Chocolate,East,PRD-C-002,Wonka Bar - Fudge Mallows,90782.73,4875,-812453.97,63587.84,Lot's O' Nuts,3444.71,11.48,-8.9494,32.881893,-111.768036,40.7128,-74.006
1562,ORD-559203,2023-09-23,2023-09-28,Standard,CUST-4831,United States,San Antonio,TX,65839,Other,South,PRD-O-004,Kazookles,121632.66,4074,-154538.78,68304.35,The Other Factory,1020.46,5.7,-1.2705,35.1175,-89.971107,29.4241,-98.4936
1563,ORD-528264,2023-04-29,2023-05-06,Standard,CUST-1477,United States,Dallas,TX,54364,Other,South,PRD-O-003,Wonka Gum,39427.88,1501,-63649.32,19742.17,Secret Factory,1110.39,7.25,-1.6143,41.446333,-90.565487,32.7767,-96.797
1564,ORD-522346,2023-04-28,2023-05-02,Same-Day,CUST-2949,United States,San Diego,CA,69450,Sugar,West,PRD-S-005,Everlasting Gobstopper,111976.93,4871,-261262.52,64146.08,Secret Factory,2538.23,4.23,-2.3332,41.446333,-90.565487,32.7157,-117.1611
1565,ORD-930895,2023-09-02,2023-09-07,Express,CUST-1253,United States,New York,NY,57852,Other,East,PRD-O-001,Fizzy Lifting Drinks,80252.53,3368,-223459.23,43023.37,Sugar Shack,1935.04,5.7,-2.7845,48.11914,-96.18115,40.7128,-74.006
1566,ORD-806617,2023-01-02,2023-01-08,Standard,CUST-3608,United States,Dallas,TX,21296,Sugar,South,PRD-S-002,SweeTARTS,19726.48,1528,-123443.65,12771.98,Sugar Shack,1706.78,6.84,-6.2578,48.11914,-96.18115,32.7767,-96.797
1567,ORD-524604,2023-07-21,2023-07-28,Standard,CUST-3463,United States,Philadelphia,PA,19550,Sugar,East,PRD-S-006,Hair Toffee,126028.09,3714,-206516.17,70773.54,The Other Factory,1409.64,7.18,-1.6387,35.1175,-89.971107,39.9526,-75.1652
1568,ORD-723033,2023-09-25,2023-09-30,Standard,CUST-1646,United States,Chicago,IL,83076,Sugar,Midwest,PRD-S-006,Hair Toffee,83520.35,4701,-151096.07,51565.07,The Other Factory,778.78,5.73,-1.8091,35.1175,-89.971107,41.8781,-87.6298
1569,ORD-266028,2023-10-30,2023-11-06,Standard,CUST-3078,United States,Phoenix,AZ,14952,Sugar,West,PRD-S-004,Fun Dip,77168.11,2415,-217002.43,40451.83,Sugar Shack,2101.19,7.98,-2.8121,48.11914,-96.18115,33.4484,-112.074
1570,ORD-851567,2023-06-19,2023-06-21,Same-Day,CUST-5108,United States,New York,NY,76500,Other,East,PRD-O-002,Lickable Wallpaper,93139.53,4492,-114408.15,51645.71,Secret Factory,1388.26,2.58,-1.2284,41.446333,-90.565487,40.7128,-74.006
1571,ORD-188095,2023-05-30,2023-06-02,Express,CUST-5645,United States,Chicago,IL,55453,Sugar,Midwest,PRD-S-006,Hair Toffee,76022.9,4245,-112685.02,56471.71,The Other Factory,778.78,3.64,-1.4823,35.1175,-89.971107,41.8781,-87.6298
1572,ORD-474276,2023-08-20,2023-08-22,Same-Day,CUST-3933,United States,Dallas,TX,40838,Sugar,South,PRD-S-006,Hair Toffee,8515.09,343,-2617.65,5292.22,The Other Factory,681.11,2.63,-0.3074,35.1175,-89.971107,32.7767,-96.797
1573,ORD-388253,2023-10-06,2023-10-12,Express,CUST-7233,United States,San Diego,CA,20222,Sugar,West,PRD-S-002,SweeTARTS,14740.36,1579,-148648.58,8515.97,Sugar Shack,2452.07,6.21,-10.0845,48.11914,-96.18115,32.7157,-117.1611
1574,ORD-557666,2023-11-11,2023-11-14,Express,CUST-9287,United States,San Diego,CA,75172,Chocolate,West,PRD-C-002,Wonka Bar - Fudge Mallows,56506.72,4489,-66596.29,32539.67,Lot's O' Nuts,504.36,3.16,-1.1786,32.881893,-111.768036,32.7157,-117.1611
1575,ORD-814670,2023-03-20,2023-03-22,Express,CUST-9591,United States,Chicago,IL,10085,Other,Midwest,PRD-O-003,Wonka Gum,10206.53,362,505.13,6102.57,Secret Factory,248.54,2.21,0.0495,41.446333,-90.565487,41.8781,-87.6298
1576,ORD-795803,2023-07-24,2023-07-25,Same-Day,CUST-6904,United States,Chicago,IL,61138,Sugar,Midwest,PRD-S-006,Hair Toffee,14031.04,474,-2512.48,7315.02,The Other Factory,778.78,1.95,-0.1791,35.1175,-89.971107,41.8781,-87.6298
1577,ORD-668087,2023-07-15,2023-07-21,Express,CUST-3882,United States,San Jose,CA,54909,Other,West,PRD-O-001,Fizzy Lifting Drinks,6419.42,300,-26921.21,4528.55,Sugar Shack,2401.01,6.38,-4.1937,48.11914,-96.18115,37.3382,-121.8863
1578,ORD-966614,2023-07-11,2023-07-21,Standard,CUST-5819,United States,Phoenix,AZ,34338,Chocolate,West,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,74938.9,4912,-688607.28,53594.86,Wicked Choccy's,2890.68,10.24,-9.1889,32.076176,-81.088371,33.4484,-112.074
1579,ORD-332990,2023-11-23,2023-11-25,Same-Day,CUST-4187,United States,Chicago,IL,81589,Chocolate,Midwest,PRD-C-004,Wonka Bar - Milk Chocolate,71450.51,2255,-36108.08,37981.02,Wicked Choccy's,1234.19,2.86,-0.5054,32.076176,-81.088371,41.8781,-87.6298
1580,ORD-857513,2023-10-21,2023-10-26,Express,CUST-8918,United States,Los Angeles,CA,33317,Other,West,PRD-O-004,Kazookles,39099.55,2735,-264729.63,21330.34,The Other Factory,2582.26,5.93,-6.7707,35.1175,-89.971107,34.0522,-118.2437
1581,ORD-655473,2023-06-25,2023-06-27,Same-Day,CUST-7062,United States,Chicago,IL,23398,Sugar,Midwest,PRD-S-002,SweeTARTS,48932.04,1865,-29683.99,33616.65,Sugar Shack,965.13,2.97,-0.6066,48.11914,-96.18115,41.8781,-87.6298
1582,ORD-644142,2023-04-25,2023-04-30,Standard,CUST-5306,United States,Dallas,TX,60630,Other,South,PRD-O-003,Wonka Gum,28738.18,3046,-156777.13,16402.37,Secret Factory,1110.39,5.93,-5.4554,41.446333,-90.565487,32.7767,-96.797
1583,ORD-303591,2023-10-14,2023-10-17,Same-Day,CUST-6023,United States,New York,NY,92329,Sugar,East,PRD-S-001,Laffy Taffy,60823.29,2403,-97171.3,41747.15,Sugar Shack,1935.04,3.33,-1.5976,48.11914,-96.18115,40.7128,-74.006
1584,ORD-308821,2023-11-16,2023-11-19,Same-Day,CUST-9544,United States,Dallas,TX,53727,Chocolate,South,PRD-C-002,Wonka Bar - Fudge Mallows,79017.56,3992,-116301.71,55828.18,Lot's O' Nuts,1397.71,3.18,-1.4718,32.881893,-111.768036,32.7767,-96.797
1585,ORD-575714,2023-10-25,2023-11-02,Standard,CUST-2761,United States,Phoenix,AZ,52830,Chocolate,West,PRD-C-004,Wonka Bar - Milk Chocolate,48186.71,3281,-457572.12,31542.57,Wicked Choccy's,2890.68,8.5,-9.4958,32.076176,-81.088371,33.4484,-112.074
1586,ORD-986964,2023-06-17,2023-06-27,Standard,CUST-9593,United States,Los Angeles,CA,22763,Chocolate,West,PRD-C-004,Wonka Bar - Milk Chocolate,50915.33,1806,-291838.76,31177.13,Wicked Choccy's,3450.46,10.91,-5.7318,32.076176,-81.088371,34.0522,-118.2437
1587,ORD-774561,2023-05-02,2023-05-06,Express,CUST-2787,United States,San Antonio,TX,47156,Other,South,PRD-O-002,Lickable Wallpaper,60350.73,2227,-117645.8,42960.97,Secret Factory,1515.89,4.35,-1.9494,41.446333,-90.565487,29.4241,-98.4936
