Order ID,Order Date,Ship Date,Ship Mode,Customer ID,City,State/Province,Region,Division,Product ID,Product Name,Sales,Units,Cost,Gross Profit,Factory,Distance_KM,Lead_Time_Days,Factory_Lat,Factory_Lon,Customer_Lat,Customer_Lon
ORD-161553,2023-11-16,2023-11-23,Standard,CUST-4887,San Jose,CA,West,Sugar,PRD-S-004,Fun Dip,11284.69,408,5665.27,3660.2,Sugar Shack,2401.01,7.15,48.11914,-96.18115,37.3382,-121.8863
ORD-582416,2023-11-24,2023-11-29,Express,CUST-7078,Chicago,IL,Midwest,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,29997.08,2826,20830.99,-1436.82,Lot's O' Nuts,2344.95,5.8,32.881893,-111.768036,41.8781,-87.6298
ORD-753557,2023-10-19,2023-10-24,Express,CUST-9739,San Jose,CA,West,Sugar,PRD-S-003,Nerds,41004.55,1579,30849.93,4088.72,Sugar Shack,2401.01,5.24,48.11914,-96.18115,37.3382,-121.8863
ORD-370311,2023-08-09,2023-08-15,Express,CUST-5478,Chicago,IL,Midwest,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,137064.47,4088,77740.15,43986.49,Lot's O' Nuts,2344.95,6.32,32.881893,-111.768036,41.8781,-87.6298
ORD-336064,2023-11-19,2023-11-23,Standard,CUST-9418,Chicago,IL,Midwest,Sugar,PRD-S-005,Everlasting Gobstopper,70688.98,2356,36287.79,33230.08,Secret Factory,248.54,4.26,41.446333,-90.565487,41.8781,-87.6298
ORD-467411,2023-02-16,2023-02-22,Standard,CUST-9673,Dallas,TX,South,Chocolate,PRD-C-002,Wonka Bar - Fudge Mallows,97583.5,4539,63222.12,21673.0,Lot's O' Nuts,1397.71,6.24,32.881893,-111.768036,32.7767,-96.797
ORD-256665,2023-04-19,2023-04-25,Express,CUST-3020,Phoenix,AZ,West,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,35402.94,1425,19888.4,8923.79,Wicked Choccy's,2890.68,6.63,32.076176,-81.088371,33.4484,-112.074
ORD-207530,2023-09-10,2023-09-18,Standard,CUST-7881,San Diego,CA,West,Sugar,PRD-S-005,Everlasting Gobstopper,2355.92,148,1261.11,343.49,Secret Factory,2538.23,8.32,41.446333,-90.565487,32.7157,-117.1611
ORD-542078,2023-03-13,2023-03-16,Express,CUST-7653,Dallas,TX,South,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,94221.95,3727,66919.74,18506.04,Wicked Choccy's,1475.08,3.41,32.076176,-81.088371,32.7767,-96.797
ORD-308716,2023-01-09,2023-01-13,Express,CUST-1071,Houston,TX,South,Chocolate,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,59083.24,4178,43774.95,4652.28,Lot's O' Nuts,1594.07,4.44,32.881893,-111.768036,29.7604,-95.3698
ORD-543806,2023-02-04,2023-02-08,Same-Day,CUST-1884,Houston,TX,South,Sugar,PRD-S-003,Nerds,59811.06,3516,43794.44,8834.93,Sugar Shack,2042.57,4.33,48.11914,-96.18115,29.7604,-95.3698
ORD-719425,2023-06-27,2023-06-30,Same-Day,CUST-6347,San Diego,CA,West,Sugar,PRD-S-004,Fun Dip,29564.3,2144,20439.46,3867.59,Sugar Shack,2452.07,3.18,48.11914,-96.18115,32.7157,-117.1611
ORD-201789,2023-06-07,2023-06-12,Express,CUST-6240,San Jose,CA,West,Sugar,PRD-S-003,Nerds,55038.26,2214,35377.16,11155.77,Sugar Shack,2401.01,5.46,48.11914,-96.18115,37.3382,-121.8863
ORD-895314,2023-12-22,2023-12-26,Same-Day,CUST-9596,San Diego,CA,West,Other,PRD-O-004,Kazookles,26092.78,1058,14378.27,9053.32,The Other Factory,2515.31,4.13,35.1175,-89.971107,32.7157,-117.1611
ORD-325242,2023-11-23,2023-11-27,Express,CUST-8039,Dallas,TX,South,Sugar,PRD-S-005,Everlasting Gobstopper,70394.58,2510,44462.61,21472.63,Secret Factory,1110.39,4.33,41.446333,-90.565487,32.7767,-96.797
ORD-582351,2023-06-19,2023-06-23,Same-Day,CUST-7487,Los Angeles,CA,West,Sugar,PRD-S-002,SweeTARTS,65046.53,4104,36762.18,18408.43,Sugar Shack,2406.41,4.35,48.11914,-96.18115,34.0522,-118.2437
ORD-988736,2023-10-08,2023-10-13,Same-Day,CUST-8766,Philadelphia,PA,East,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,72489.24,2039,40590.99,25081.18,Lot's O' Nuts,3343.34,5.24,32.881893,-111.768036,39.9526,-75.1652
ORD-732784,2023-02-15,2023-02-24,Standard,CUST-6896,Phoenix,AZ,West,Sugar,PRD-S-004,Fun Dip,16579.91,871,11719.24,1200.4,Sugar Shack,2101.19,9.12,48.11914,-96.18115,33.4484,-112.074
ORD-815770,2023-08-10,2023-08-17,Standard,CUST-3183,Houston,TX,South,Sugar,PRD-S-003,Nerds,112025.1,4995,77317.83,14301.96,Sugar Shack,2042.57,7.69,48.11914,-96.18115,29.7604,-95.3698
ORD-900154,2023-04-18,2023-04-21,Express,CUST-3684,San Antonio,TX,South,Sugar,PRD-S-005,Everlasting Gobstopper,133325.18,4643,87397.0,34666.92,Secret Factory,1515.89,3.96,41.446333,-90.565487,29.4241,-98.4936
ORD-348257,2023-07-22,2023-07-28,Express,CUST-3612,San Diego,CA,West,Other,PRD-O-004,Kazookles,22539.52,1580,14021.41,2159.41,The Other Factory,2515.31,6.53,35.1175,-89.971107,32.7157,-117.1611
ORD-198483,2023-04-25,2023-04-29,Express,CUST-5118,Dallas,TX,South,Other,PRD-O-001,Fizzy Lifting Drinks,40258.95,2002,30610.9,4180.89,Sugar Shack,1706.78,4.45,48.11914,-96.18115,32.7767,-96.797
ORD-322736,2023-12-19,2023-12-21,Express,CUST-5864,Los Angeles,CA,West,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,28488.18,1485,18924.82,8103.33,Lot's O' Nuts,614.49,2.94,32.881893,-111.768036,34.0522,-118.2437
ORD-959704,2023-09-11,2023-09-14,Same-Day,CUST-6260,Los Angeles,CA,West,Sugar,PRD-S-006,Hair Toffee,3452.59,124,2107.43,1024.95,The Other Factory,2582.26,3.6,35.1175,-89.971107,34.0522,-118.2437
ORD-557616,2023-02-13,2023-02-17,Same-Day,CUST-2137,Phoenix,AZ,West,Sugar,PRD-S-001,Laffy Taffy,15702.7,521,9754.46,4853.51,Sugar Shack,2101.19,4.12,48.11914,-96.18115,33.4484,-112.074
ORD-323812,2023-04-14,2023-04-21,Standard,CUST-3535,Houston,TX,South,Sugar,PRD-S-004,Fun Dip,109538.75,3272,55064.61,41107.54,Sugar Shack,2042.57,7.22,48.11914,-96.18115,29.7604,-95.3698
ORD-328950,2023-04-05,2023-04-07,Same-Day,CUST-4338,San Antonio,TX,South,Other,PRD-O-002,Lickable Wallpaper,22179.8,1100,13630.59,6881.73,Secret Factory,1515.89,2.6,41.446333,-90.565487,29.4241,-98.4936
ORD-129650,2023-02-08,2023-02-12,Same-Day,CUST-8257,Dallas,TX,South,Sugar,PRD-S-002,SweeTARTS,114534.06,3341,63240.78,45590.92,Sugar Shack,1706.78,4.12,48.11914,-96.18115,32.7767,-96.797
ORD-754211,2023-01-02,2023-01-05,Express,CUST-9248,Dallas,TX,South,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,5072.14,333,3338.62,947.6,Wicked Choccy's,1475.08,3.98,32.076176,-81.088371,32.7767,-96.797
ORD-156251,2023-06-05,2023-06-08,Standard,CUST-3167,Phoenix,AZ,West,Chocolate,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,99821.46,3924,66183.29,33095.63,Lot's O' Nuts,69.13,3.65,32.881893,-111.768036,33.4484,-112.074
ORD-540661,2023-09-11,2023-09-13,Same-Day,CUST-3256,New York,NY,East,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,61550.17,3055,38478.01,19559.66,Wicked Choccy's,1149.76,2.63,32.076176,-81.088371,40.7128,-74.006
ORD-943946,2023-07-10,2023-07-14,Express,CUST-9328,New York,NY,East,Sugar,PRD-S-005,Everlasting Gobstopper,5179.41,377,3271.1,1070.91,Secret Factory,1388.26,4.07,41.446333,-90.565487,40.7128,-74.006
ORD-723915,2023-12-06,2023-12-12,Express,CUST-8957,San Antonio,TX,South,Sugar,PRD-S-001,Laffy Taffy,47868.98,2366,32189.78,7774.16,Sugar Shack,2088.19,6.38,48.11914,-96.18115,29.4241,-98.4936
ORD-607935,2023-11-27,2023-12-03,Standard,CUST-9874,Houston,TX,South,Sugar,PRD-S-005,Everlasting Gobstopper,127871.98,4859,75240.36,39323.12,Secret Factory,1369.47,6.11,41.446333,-90.565487,29.7604,-95.3698
ORD-750348,2023-12-29,2024-01-09,Standard,CUST-6160,San Jose,CA,West,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,81959.39,4195,47859.66,2673.24,Wicked Choccy's,3745.71,11.38,32.076176,-81.088371,37.3382,-121.8863
ORD-557722,2023-06-10,2023-06-11,Same-Day,CUST-5859,Phoenix,AZ,West,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,39008.52,1220,21170.89,17753.29,Lot's O' Nuts,69.13,1.91,32.881893,-111.768036,33.4484,-112.074
ORD-853507,2023-04-21,2023-04-24,Same-Day,CUST-9979,Chicago,IL,Midwest,Chocolate,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,28343.11,3171,20679.48,227.8,Lot's O' Nuts,2344.95,3.84,32.881893,-111.768036,41.8781,-87.6298
ORD-455922,2023-10-27,2023-10-30,Same-Day,CUST-4735,Dallas,TX,South,Other,PRD-O-001,Fizzy Lifting Drinks,13499.31,904,8988.62,2967.75,Sugar Shack,1706.78,3.54,48.11914,-96.18115,32.7767,-96.797
ORD-271283,2023-05-09,2023-05-14,Same-Day,CUST-3252,New York,NY,East,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,116493.44,3629,58498.35,45494.23,Lot's O' Nuts,3444.71,5.01,32.881893,-111.768036,40.7128,-74.006
ORD-767916,2023-04-09,2023-04-13,Same-Day,CUST-3647,San Jose,CA,West,Other,PRD-O-003,Wonka Gum,73677.07,4127,39217.1,23256.22,Secret Factory,2714.74,4.02,41.446333,-90.565487,37.3382,-121.8863
ORD-235022,2023-06-24,2023-06-27,Same-Day,CUST-4359,San Diego,CA,West,Sugar,PRD-S-002,SweeTARTS,117955.94,4255,70697.97,36824.4,Sugar Shack,2452.07,3.94,48.11914,-96.18115,32.7157,-117.1611
ORD-506777,2023-08-19,2023-08-21,Same-Day,CUST-9555,Dallas,TX,South,Sugar,PRD-S-004,Fun Dip,133315.2,4528,88694.31,36892.57,Sugar Shack,1706.78,2.94,48.11914,-96.18115,32.7767,-96.797
ORD-590249,2023-01-26,2023-01-30,Same-Day,CUST-9789,Los Angeles,CA,West,Sugar,PRD-S-002,SweeTARTS,110210.48,4764,69728.32,29018.02,Sugar Shack,2406.41,4.09,48.11914,-96.18115,34.0522,-118.2437
ORD-935484,2023-05-19,2023-05-22,Same-Day,CUST-7337,New York,NY,East,Sugar,PRD-S-002,SweeTARTS,89763.96,3685,52890.74,29742.6,Sugar Shack,1935.04,3.24,48.11914,-96.18115,40.7128,-74.006
ORD-225126,2023-04-09,2023-04-15,Standard,CUST-1830,Dallas,TX,South,Other,PRD-O-004,Kazookles,42572.82,3693,27004.99,10537.15,The Other Factory,681.11,6.59,35.1175,-89.971107,32.7767,-96.797
ORD-473637,2023-10-06,2023-10-11,Standard,CUST-6220,San Jose,CA,West,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,9233.57,1134,5796.03,1068.75,Lot's O' Nuts,1044.44,5.5,32.881893,-111.768036,37.3382,-121.8863
ORD-888117,2023-08-19,2023-08-22,Express,CUST-6873,Dallas,TX,South,Sugar,PRD-S-006,Hair Toffee,126937.03,4332,83197.49,39018.63,The Other Factory,681.11,3.54,35.1175,-89.971107,32.7767,-96.797
ORD-568095,2023-09-10,2023-09-17,Standard,CUST-6530,Los Angeles,CA,West,Sugar,PRD-S-001,Laffy Taffy,769.32,96,489.86,-182.57,Sugar Shack,2406.41,7.97,48.11914,-96.18115,34.0522,-118.2437
ORD-470042,2023-09-24,2023-09-26,Same-Day,CUST-5183,San Antonio,TX,South,Other,PRD-O-002,Lickable Wallpaper,8568.29,520,5387.82,2392.2,Secret Factory,1515.89,2.88,41.446333,-90.565487,29.4241,-98.4936
ORD-741332,2023-06-16,2023-06-25,Standard,CUST-8738,Chicago,IL,Midwest,Chocolate,PRD-C-002,Wonka Bar - Fudge Mallows,21805.43,2180,13146.85,-1565.39,Lot's O' Nuts,2344.95,9.77,32.881893,-111.768036,41.8781,-87.6298
ORD-913203,2023-06-01,2023-06-08,Standard,CUST-4823,Chicago,IL,Midwest,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,115990.4,4427,88414.6,6813.65,Lot's O' Nuts,2344.95,7.7,32.881893,-111.768036,41.8781,-87.6298
ORD-752435,2023-06-12,2023-06-21,Standard,CUST-5887,San Diego,CA,West,Other,PRD-O-003,Wonka Gum,30489.25,2058,22891.42,-2849.54,Secret Factory,2538.23,9.22,41.446333,-90.565487,32.7157,-117.1611
ORD-150867,2023-05-18,2023-05-20,Same-Day,CUST-9856,Houston,TX,South,Chocolate,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,10919.31,420,7123.08,3126.73,Lot's O' Nuts,1594.07,2.51,32.881893,-111.768036,29.7604,-95.3698
ORD-800420,2023-11-10,2023-11-16,Standard,CUST-1198,Dallas,TX,South,Other,PRD-O-001,Fizzy Lifting Drinks,54618.58,2327,37698.83,8976.39,Sugar Shack,1706.78,6.39,48.11914,-96.18115,32.7767,-96.797
ORD-961163,2023-10-26,2023-10-28,Same-Day,CUST-8978,San Antonio,TX,South,Other,PRD-O-002,Lickable Wallpaper,114536.83,4935,60561.65,46494.26,Secret Factory,1515.89,2.96,41.446333,-90.565487,29.4241,-98.4936
ORD-383431,2023-03-11,2023-03-17,Express,CUST-9628,Phoenix,AZ,West,Other,PRD-O-003,Wonka Gum,12130.69,947,7714.43,1250.91,Secret Factory,2089.07,6.17,41.446333,-90.565487,33.4484,-112.074
ORD-634185,2023-01-07,2023-01-12,Standard,CUST-1232,Philadelphia,PA,East,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,84129.73,3143,51158.24,26531.39,Wicked Choccy's,1024.51,5.51,32.076176,-81.088371,39.9526,-75.1652
ORD-712869,2023-10-21,2023-10-24,Same-Day,CUST-9986,San Diego,CA,West,Sugar,PRD-S-001,Laffy Taffy,61355.5,2107,31926.23,24262.75,Sugar Shack,2452.07,3.61,48.11914,-96.18115,32.7157,-117.1611
ORD-998224,2023-01-24,2023-01-29,Standard,CUST-1725,San Antonio,TX,South,Chocolate,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,31170.69,2264,16316.84,8880.08,Lot's O' Nuts,1319.3,5.9,32.881893,-111.768036,29.4241,-98.4936
ORD-118415,2023-04-30,2023-05-05,Same-Day,CUST-8678,Philadelphia,PA,East,Chocolate,PRD-C-002,Wonka Bar - Fudge Mallows,61287.47,2770,35480.29,16546.14,Lot's O' Nuts,3343.34,5.29,32.881893,-111.768036,39.9526,-75.1652
ORD-658461,2023-04-08,2023-04-14,Standard,CUST-8156,Phoenix,AZ,West,Other,PRD-O-003,Wonka Gum,89180.22,3654,54717.99,19195.32,Secret Factory,2089.07,6.4,41.446333,-90.565487,33.4484,-112.074
ORD-873654,2023-08-24,2023-08-29,Express,CUST-5379,San Jose,CA,West,Sugar,PRD-S-001,Laffy Taffy,29859.84,2579,15475.05,4477.28,Sugar Shack,2401.01,5.97,48.11914,-96.18115,37.3382,-121.8863
ORD-772543,2023-12-18,2023-12-22,Standard,CUST-9519,Chicago,IL,Midwest,Sugar,PRD-S-004,Fun Dip,29669.6,1107,19468.24,8064.55,Sugar Shack,965.13,4.72,48.11914,-96.18115,41.8781,-87.6298
ORD-550219,2023-07-22,2023-07-26,Express,CUST-1510,Dallas,TX,South,Other,PRD-O-001,Fizzy Lifting Drinks,43898.82,2054,30194.91,8094.74,Sugar Shack,1706.78,4.47,48.11914,-96.18115,32.7767,-96.797
ORD-406745,2023-11-26,2023-12-01,Express,CUST-9459,Dallas,TX,South,Sugar,PRD-S-001,Laffy Taffy,31565.45,1407,16727.4,10995.74,Sugar Shack,1706.78,5.58,48.11914,-96.18115,32.7767,-96.797
ORD-773439,2023-04-18,2023-04-22,Standard,CUST-2416,San Diego,CA,West,Chocolate,PRD-C-002,Wonka Bar - Fudge Mallows,39377.56,1539,27165.45,10659.68,Lot's O' Nuts,504.36,4.98,32.881893,-111.768036,32.7157,-117.1611
ORD-963322,2023-07-10,2023-07-16,Standard,CUST-6927,Dallas,TX,South,Chocolate,PRD-C-002,Wonka Bar - Fudge Mallows,78980.88,2465,41126.28,30963.91,Lot's O' Nuts,1397.71,6.48,32.881893,-111.768036,32.7767,-96.797
ORD-347009,2023-06-24,2023-06-29,Express,CUST-3187,Phoenix,AZ,West,Sugar,PRD-S-005,Everlasting Gobstopper,8928.37,241,4579.83,3542.99,Secret Factory,2089.07,5.86,41.446333,-90.565487,33.4484,-112.074
ORD-258863,2023-08-24,2023-08-29,Standard,CUST-3805,Chicago,IL,Midwest,Other,PRD-O-001,Fizzy Lifting Drinks,105450.87,4167,79954.72,25496.149999999994,Sugar Shack,965.13,5.42,48.11914,-96.18115,41.8781,-87.6298
ORD-938287,2023-04-27,2023-05-05,Standard,CUST-9882,San Jose,CA,West,Sugar,PRD-S-003,Nerds,51710.52,3559,34683.79,-63.64,Sugar Shack,2401.01,8.09,48.11914,-96.18115,37.3382,-121.8863
ORD-837428,2023-11-18,2023-11-27,Standard,CUST-5251,San Diego,CA,West,Sugar,PRD-S-006,Hair Toffee,130450.85,3867,76436.9,34560.57,The Other Factory,2515.31,9.2,35.1175,-89.971107,32.7157,-117.1611
ORD-671102,2023-02-06,2023-02-11,Express,CUST-9860,San Diego,CA,West,Sugar,PRD-S-006,Hair Toffee,125913.59,4910,63203.83,42949.52,The Other Factory,2515.31,5.99,35.1175,-89.971107,32.7157,-117.1611
ORD-618114,2023-11-16,2023-11-20,Express,CUST-1951,New York,NY,East,Sugar,PRD-S-006,Hair Toffee,8210.26,593,6102.64,656.43,The Other Factory,1529.49,4.89,35.1175,-89.971107,40.7128,-74.006
ORD-320303,2023-10-13,2023-10-18,Express,CUST-9282,Phoenix,AZ,West,Sugar,PRD-S-005,Everlasting Gobstopper,45870.12,3249,24415.34,10594.97,Secret Factory,2089.07,5.77,41.446333,-90.565487,33.4484,-112.074
ORD-517955,2023-05-15,2023-05-19,Express,CUST-2298,Dallas,TX,South,Sugar,PRD-S-004,Fun Dip,45693.77,1324,25675.37,16402.76,Sugar Shack,1706.78,4.93,48.11914,-96.18115,32.7767,-96.797
ORD-874087,2023-03-19,2023-03-26,Express,CUST-2445,San Jose,CA,West,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,51185.28,4986,27013.45,-5709.93,Wicked Choccy's,3745.71,7.95,32.076176,-81.088371,37.3382,-121.8863
ORD-787512,2023-10-08,2023-10-12,Standard,CUST-2610,Dallas,TX,South,Other,PRD-O-004,Kazookles,90255.24,4473,57455.33,26706.69,The Other Factory,681.11,4.52,35.1175,-89.971107,32.7767,-96.797
ORD-724941,2023-09-19,2023-09-23,Standard,CUST-1600,Chicago,IL,Midwest,Other,PRD-O-002,Lickable Wallpaper,66239.06,3341,36150.82,28427.51,Secret Factory,248.54,4.53,41.446333,-90.565487,41.8781,-87.6298
ORD-680155,2023-03-02,2023-03-03,Same-Day,CUST-4784,San Diego,CA,West,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,24276.2,1252,17330.43,6314.31,Lot's O' Nuts,504.36,1.79,32.881893,-111.768036,32.7157,-117.1611
ORD-148465,2023-04-25,2023-04-28,Same-Day,CUST-4974,Dallas,TX,South,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,57946.91,2538,35816.46,18386.71,Wicked Choccy's,1475.08,3.09,32.076176,-81.088371,32.7767,-96.797
ORD-336229,2024-01-01,2024-01-06,Express,CUST-4129,New York,NY,East,Sugar,PRD-S-001,Laffy Taffy,113977.67,3439,61674.28,41656.04,Sugar Shack,1935.04,5.28,48.11914,-96.18115,40.7128,-74.006
ORD-790172,2023-06-23,2023-07-02,Standard,CUST-4572,San Diego,CA,West,Sugar,PRD-S-001,Laffy Taffy,27425.46,881,14526.93,8577.98,Sugar Shack,2452.07,9.17,48.11914,-96.18115,32.7157,-117.1611
ORD-474841,2023-02-21,2023-02-26,Express,CUST-3080,Philadelphia,PA,East,Sugar,PRD-S-001,Laffy Taffy,59592.59,2657,30820.33,20691.17,Sugar Shack,1900.9,5.7,48.11914,-96.18115,39.9526,-75.1652
ORD-393765,2023-11-26,2023-11-30,Express,CUST-5315,Dallas,TX,South,Chocolate,PRD-C-002,Wonka Bar - Fudge Mallows,42924.43,1873,23878.27,14857.52,Lot's O' Nuts,1397.71,4.87,32.881893,-111.768036,32.7767,-96.797
ORD-606878,2023-01-23,2023-01-24,Same-Day,CUST-1842,Philadelphia,PA,East,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,9895.76,675,6527.55,2676.66,Wicked Choccy's,1024.51,1.95,32.076176,-81.088371,39.9526,-75.1652
ORD-661778,2023-11-30,2023-12-10,Standard,CUST-8273,Los Angeles,CA,West,Other,PRD-O-004,Kazookles,68829.63,2693,47834.35,7087.25,The Other Factory,2582.26,10.5,35.1175,-89.971107,34.0522,-118.2437
ORD-572209,2023-02-28,2023-03-04,Same-Day,CUST-8313,San Antonio,TX,South,Sugar,PRD-S-001,Laffy Taffy,134706.32,4824,70348.64,54284.28,Sugar Shack,2088.19,4.0,48.11914,-96.18115,29.4241,-98.4936
ORD-376199,2023-10-03,2023-10-11,Standard,CUST-7750,Chicago,IL,Midwest,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,38430.47,2237,23169.52,4769.65,Lot's O' Nuts,2344.95,8.42,32.881893,-111.768036,41.8781,-87.6298
ORD-412646,2023-08-31,2023-09-09,Standard,CUST-1354,Phoenix,AZ,West,Sugar,PRD-S-005,Everlasting Gobstopper,89334.13,3517,55865.57,18774.06,Secret Factory,2089.07,9.49,41.446333,-90.565487,33.4484,-112.074
ORD-224806,2023-02-03,2023-02-11,Standard,CUST-6817,Houston,TX,South,Sugar,PRD-S-002,SweeTARTS,75253.48,4134,52049.04,6316.44,Sugar Shack,2042.57,8.03,48.11914,-96.18115,29.7604,-95.3698
ORD-633771,2023-10-26,2023-10-30,Express,CUST-7447,Philadelphia,PA,East,Sugar,PRD-S-003,Nerds,27458.08,1256,18762.37,4875.66,Sugar Shack,1900.9,4.99,48.11914,-96.18115,39.9526,-75.1652
ORD-839477,2023-10-14,2023-10-16,Same-Day,CUST-5985,Houston,TX,South,Other,PRD-O-002,Lickable Wallpaper,12053.97,776,7737.81,3253.46,Secret Factory,1369.47,2.74,41.446333,-90.565487,29.7604,-95.3698
ORD-874757,2023-11-25,2023-11-30,Standard,CUST-5166,Houston,TX,South,Chocolate,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,28900.09,3104,18731.36,272.77,Lot's O' Nuts,1594.07,5.67,32.881893,-111.768036,29.7604,-95.3698
ORD-933312,2023-10-03,2023-10-10,Express,CUST-7296,San Jose,CA,West,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,109069.33,3872,72234.99,13628.93,Wicked Choccy's,3745.71,7.83,32.076176,-81.088371,37.3382,-121.8863
ORD-186330,2023-08-30,2023-09-03,Express,CUST-8979,Phoenix,AZ,West,Other,PRD-O-001,Fizzy Lifting Drinks,73486.67,4738,49043.27,8514.7,Sugar Shack,2101.19,4.72,48.11914,-96.18115,33.4484,-112.074
ORD-273628,2023-05-18,2023-05-26,Standard,CUST-2260,San Jose,CA,West,Other,PRD-O-001,Fizzy Lifting Drinks,20621.2,2808,14592.95,-7455.8,Sugar Shack,2401.01,8.31,48.11914,-96.18115,37.3382,-121.8863
ORD-926000,2023-09-20,2023-09-25,Express,CUST-5912,Los Angeles,CA,West,Sugar,PRD-S-006,Hair Toffee,60311.17,2398,44047.91,6355.65,The Other Factory,2582.26,5.8,35.1175,-89.971107,34.0522,-118.2437
ORD-827706,2023-05-21,2023-05-26,Express,CUST-8976,San Diego,CA,West,Sugar,PRD-S-006,Hair Toffee,73094.21,4889,43156.1,10262.38,The Other Factory,2515.31,5.81,35.1175,-89.971107,32.7157,-117.1611
ORD-767861,2023-08-19,2023-08-22,Same-Day,CUST-4954,New York,NY,East,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,21094.99,1077,14044.31,5812.39,Wicked Choccy's,1149.76,3.04,32.076176,-81.088371,40.7128,-74.006
ORD-703075,2023-04-14,2023-04-20,Standard,CUST-7299,New York,NY,East,Other,PRD-O-002,Lickable Wallpaper,103337.1,2899,56642.59,38645.36,Secret Factory,1388.26,6.91,41.446333,-90.565487,40.7128,-74.006
ORD-882504,2023-12-29,2024-01-01,Standard,CUST-7185,Chicago,IL,Midwest,Other,PRD-O-003,Wonka Gum,51284.77,3139,36997.19,12727.25,Secret Factory,248.54,3.9,41.446333,-90.565487,41.8781,-87.6298
ORD-950717,2023-08-01,2023-08-08,Standard,CUST-1525,San Antonio,TX,South,Sugar,PRD-S-002,SweeTARTS,91754.31,3278,61393.86,16670.31,Sugar Shack,2088.19,7.68,48.11914,-96.18115,29.4241,-98.4936
ORD-175885,2023-03-10,2023-03-15,Standard,CUST-4420,Chicago,IL,Midwest,Other,PRD-O-002,Lickable Wallpaper,53728.29,2250,31963.0,20646.86,Secret Factory,248.54,5.33,41.446333,-90.565487,41.8781,-87.6298
ORD-744106,2023-08-13,2023-08-20,Standard,CUST-2182,Dallas,TX,South,Sugar,PRD-S-002,SweeTARTS,2221.27,182,1166.04,433.96,Sugar Shack,1706.78,7.93,48.11914,-96.18115,32.7767,-96.797
ORD-357229,2023-06-17,2023-06-19,Express,CUST-6741,Phoenix,AZ,West,Chocolate,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,18777.8,2456,13271.06,5235.08,Lot's O' Nuts,69.13,2.11,32.881893,-111.768036,33.4484,-112.074
ORD-953075,2023-02-02,2023-02-07,Express,CUST-1860,Phoenix,AZ,West,Sugar,PRD-S-003,Nerds,34009.5,2566,18222.93,7159.93,Sugar Shack,2101.19,5.92,48.11914,-96.18115,33.4484,-112.074
ORD-886891,2023-02-26,2023-03-05,Standard,CUST-6844,San Antonio,TX,South,Sugar,PRD-S-004,Fun Dip,18830.1,1837,11016.98,141.13,Sugar Shack,2088.19,7.35,48.11914,-96.18115,29.4241,-98.4936
ORD-559980,2023-11-26,2023-11-29,Same-Day,CUST-7154,San Jose,CA,West,Sugar,PRD-S-002,SweeTARTS,32139.08,1343,19594.88,9319.65,Sugar Shack,2401.01,3.94,48.11914,-96.18115,37.3382,-121.8863
ORD-879040,2023-05-15,2023-05-20,Express,CUST-6480,Los Angeles,CA,West,Other,PRD-O-002,Lickable Wallpaper,88494.87,4535,44672.68,25278.54,Secret Factory,2555.63,5.74,41.446333,-90.565487,34.0522,-118.2437
ORD-247515,2023-06-25,2023-06-30,Express,CUST-3958,Houston,TX,South,Chocolate,PRD-C-002,Wonka Bar - Fudge Mallows,61409.45,2145,38878.28,17060.34,Lot's O' Nuts,1594.07,5.72,32.881893,-111.768036,29.7604,-95.3698
ORD-478742,2023-10-01,2023-10-05,Standard,CUST-5521,Dallas,TX,South,Other,PRD-O-004,Kazookles,52753.48,2025,39184.83,10810.16,The Other Factory,681.11,4.96,35.1175,-89.971107,32.7767,-96.797
